22149	15	19	22	26	28	02	07	1,073,084,050	7	8,559,676	46	220,095	227,015,437	2022-12-28
22148	04	05	06	26	27	07	12	1,098,940,648	6	8,092,788	138	55,924	222,561,477	2022-12-26
22147	04	12	22	28	30	09	11	1,126,392,172	2	10,000,000	95	119,521	242,212,561	2022-12-24
22146	01	21	23	28	35	07	09	1,091,896,946	1	10,000,000	29	425,529	226,981,538	2022-12-21
22145	10	20	29	30	35	06	09	1,054,075,163	5	8,228,015	141	54,684	235,282,028	2022-12-19
22144	03	04	08	15	21	04	07	1,077,698,267	5	9,732,901	111	87,397	254,622,809	2022-12-17
22143	10	13	14	27	33	07	08	1,091,325,801	3	10,000,000	121	87,291	250,946,991	2022-12-14
22142	07	12	14	29	35	01	11	1,078,507,658	2	10,000,000	83	149,783	261,964,327	2022-12-12
22141	05	06	14	24	25	02	04	1,047,136,066	0	0	114	116,962	280,927,317	2022-12-10
22140	05	15	25	26	29	04	12	984,601,778	7	8,414,552	111	119,164	263,913,540	2022-12-07
22139	01	13	14	22	35	02	05	1,016,097,851	2	10,000,000	85	161,085	249,420,144	2022-12-05
22138	05	13	16	27	33	07	12	983,440,468	14	7,323,910	76	164,786	263,569,680	2022-12-03
22137	05	06	08	15	20	07	08	1,041,138,783	8	6,803,296	135	50,059	236,652,115	2022-11-30
22136	01	11	15	17	33	03	11	1,089,020,630	4	10,000,000	47	248,618	243,043,220	2022-11-28
22135	09	10	27	31	32	01	03	1,072,783,225	5	10,000,000	47	310,719	276,637,790	2022-11-26
22134	03	16	23	27	32	03	06	1,082,667,691	10	7,180,775	131	67,295	260,504,803	2022-11-23
22133	01	02	14	30	31	06	09	1,126,501,375	2	10,000,000	74	189,237	268,194,352	2022-11-21
22132	02	27	30	34	35	09	12	1,087,727,608	1	10,000,000	78	210,404	303,478,141	2022-11-19
22131	02	06	08	10	17	05	06	1,023,428,077	13	7,230,419	130	68,297	280,955,531	2022-11-16
22130	05	07	15	18	23	05	10	1,072,190,624	1	10,000,000	116	96,255	276,026,401	2022-11-14
22129	10	17	23	34	35	01	04	1,037,498,580	1	10,000,000	73	234,563	296,103,979	2022-11-12
22128	10	19	21	23	35	04	10	971,487,159	0	0	59	267,208	287,676,329	2022-11-09
22127	02	03	08	09	20	04	10	898,918,318	1	10,000,000	111	104,450	281,679,123	2022-11-07
22126	04	05	08	22	35	01	03	858,035,622	4	10,000,000	108	124,630	302,545,991	2022-11-05
22125	03	07	14	16	19	01	11	847,578,280	3	10,000,000	59	185,273	281,402,027	2022-11-02
22124	02	04	11	25	30	06	12	829,363,342	4	10,000,000	81	184,091	280,957,519	2022-10-31
22123	02	20	28	29	30	07	10	807,264,782	6	8,863,199	84	146,975	305,820,352	2022-10-29
22122	04	15	17	19	25	06	12	833,361,576	3	10,000,000	78	152,034	274,529,792	2022-10-26
22121	04	15	16	20	21	04	05	808,811,732	4	8,403,281	157	75,311	273,260,256	2022-10-24
22120	11	22	26	30	33	03	05	785,438,059	20	6,147,599	128	104,891	297,092,815	2022-10-22
22119	01	09	16	25	29	04	09	935,330,701	9	6,378,248	187	27,731	265,928,079	2022-10-19
22118	02	05	15	17	26	02	08	980,149,420	2	10,000,000	79	168,497	266,205,201	2022-10-17
22117	09	12	15	21	32	02	07	943,874,219	2	10,000,000	100	133,836	288,760,077	2022-10-15
22116	01	07	20	22	31	07	12	903,895,960	2	10,000,000	93	133,489	268,635,897	2022-10-12
22115	17	19	20	23	27	03	08	876,900,513	1	10,000,000	73	129,865	264,625,441	2022-10-10
22114	11	21	24	27	28	05	10	850,606,831	3	10,000,000	146	79,680	279,880,005	2022-10-08
22113	13	15	22	31	33	05	12	816,761,134	3	10,000,000	61	229,523	276,092,506	2022-10-05
22112	04	11	18	20	26	06	12	782,148,237	6	7,374,292	92	133,251	277,451,326	2022-09-28
22111	06	12	16	19	31	06	10	770,835,539	3	10,000,000	81	165,393	275,608,888	2022-09-26
22110	02	13	16	18	23	03	06	741,140,376	5	7,700,255	106	102,849	293,502,614	2022-09-24
22109	05	09	24	29	35	05	12	726,986,669	13	5,529,833	108	89,188	274,478,389	2022-09-21
22108	04	07	13	26	28	07	11	796,949,042	2	9,817,382	114	97,359	270,398,530	2022-09-19
22107	07	09	19	28	29	08	10	771,831,893	11	7,084,969	326	22,384	289,183,885	2022-09-17
22106	16	17	21	28	32	04	07	817,054,417	4	8,148,482	71	189,339	263,686,397	2022-09-14
22105	01	08	09	21	22	01	04	797,227,538	6	9,548,733	132	87,218	261,227,681	2022-09-12
22104	03	05	13	19	25	02	05	815,868,127	5	10,000,000	152	66,422	278,107,743	2022-09-10
22103	08	12	16	21	32	01	12	828,275,400	2	10,000,000	87	150,792	257,860,867	2022-09-07
22102	01	05	14	20	30	02	04	802,491,818	5	7,098,382	111	98,795	254,102,938	2022-09-05
22101	02	04	06	07	08	03	06	795,328,776	5	7,881,688	242	51,126	285,323,196	2022-09-03
22100	10	19	20	23	31	03	07	778,544,296	12	6,928,361	225	34,966	263,081,270	2022-08-31
22099	07	18	25	27	33	04	05	828,721,804	2	10,000,000	92	117,690	262,403,522	2022-08-29
22098	01	03	06	11	13	03	11	808,652,607	7	10,000,000	91	159,365	290,597,334	2022-08-27
22097	05	13	22	28	29	05	11	812,318,846	5	10,000,000	133	75,131	265,903,896	2022-08-24
22096	16	19	24	27	33	01	06	818,056,288	1	10,000,000	82	156,359	265,333,149	2022-08-22
22095	05	08	22	25	35	02	07	779,067,575	4	7,575,561	86	138,200	285,755,605	2022-08-20
22094	03	04	07	12	19	02	05	765,240,459	11	6,755,759	116	93,869	263,091,435	2022-08-17
22093	07	11	14	21	29	07	10	835,132,342	15	6,181,280	114	71,002	263,859,632	2022-08-15
22092	01	04	12	23	29	05	12	924,505,092	3	10,000,000	98	142,234	284,162,500	2022-08-13
22091	02	11	20	22	34	04	12	892,175,409	8	9,889,786	54	245,249	264,872,501	2022-08-10
22090	01	20	24	25	31	09	12	912,078,544	3	10,000,000	100	134,459	267,762,065	2022-08-08
22089	01	20	21	31	33	03	11	884,490,881	0	0	102	134,608	283,719,023	2022-08-06
22088	01	08	10	20	35	06	11	812,522,097	6	8,871,797	56	236,609	265,773,772	2022-08-03
22087	04	06	10	24	28	06	12	840,840,032	2	10,000,000	64	208,288	274,453,796	2022-08-01
22086	04	10	21	28	31	08	11	794,672,441	4	7,547,381	101	128,648	297,073,867	2022-07-30
22085	11	16	31	33	35	06	08	779,393,038	1	10,000,000	67	217,641	272,086,031	2022-07-27
22084	03	11	19	25	27	04	12	725,347,023	3	10,000,000	89	139,730	273,954,096	2022-07-25
22083	02	09	17	26	32	04	06	694,213,668	5	7,308,055	331	36,570	294,221,785	2022-07-23
22082	04	26	27	30	33	02	09	683,037,489	3	9,128,455	58	212,523	273,662,938	2022-07-20
22081	05	10	19	31	32	09	10	656,541,910	35	5,870,791	118	108,410	275,005,199	2022-07-18
22080	10	17	30	31	34	03	06	854,183,132	2	10,000,000	57	285,340	297,387,957	2022-07-16
22079	07	10	19	26	32	08	12	814,806,480	9	7,686,108	153	69,522	274,537,529	2022-07-13
22078	02	03	18	20	27	01	02	857,454,986	2	10,000,000	65	185,043	277,517,440	2022-07-11
22077	05	10	11	16	19	01	10	822,341,601	7	8,488,725	96	127,089	303,064,936	2022-07-09
22076	05	17	30	34	35	02	09	853,413,999	4	10,000,000	53	309,721	279,968,673	2022-07-06
22075	04	12	13	17	18	07	09	831,794,198	2	10,000,000	107	96,707	280,513,406	2022-07-04
22074	02	06	21	25	28	02	06	812,683,583	5	7,510,081	61	254,763	305,228,062	2022-07-02
22073	11	18	21	25	32	02	04	795,817,235	2	10,000,000	85	176,730	287,420,936	2022-06-29
22072	01	12	13	15	30	03	07	754,035,319	2	9,788,546	66	218,463	285,522,661	2022-06-27
22071	09	15	19	25	29	08	09	722,042,899	65	5,305,543	348	32,229	306,432,833	2022-06-25
22070	01	07	17	23	35	07	11	1,240,666,271	5	10,000,000	146	76,452	288,052,831	2022-06-22
22069	02	03	23	28	35	02	09	1,252,345,739	2	10,000,000	79	150,496	293,067,958	2022-06-20
22068	03	06	10	15	23	03	08	1,230,825,950	4	10,000,000	125	108,789	322,509,914	2022-06-18
22067	04	14	15	32	33	10	11	1,213,949,799	9	8,005,408	185	65,265	295,204,928	2022-06-15
22066	02	24	25	26	34	03	12	1,257,070,427	2	10,000,000	75	192,989	300,292,058	2022-06-13
22065	05	10	13	22	28	01	04	1,205,499,301	2	10,000,000	128	117,523	322,990,947	2022-06-11
22064	02	19	22	25	35	05	07	1,156,831,125	1	10,000,000	56	278,504	302,545,998	2022-06-08
22063	02	03	22	26	31	06	10	1,094,156,708	2	10,000,000	49	325,472	298,558,863	2022-06-06
22062	05	09	11	12	31	07	11	1,055,150,108	4	10,000,000	107	120,888	317,092,728	2022-06-04
22061	06	09	19	22	30	01	06	1,050,658,907	5	8,933,032	112	93,357	291,593,427	2022-06-01
22060	02	06	10	11	20	03	09	1,073,598,423	2	10,000,000	134	98,602	299,617,214	2022-05-30
22059	04	15	18	32	34	04	09	1,042,057,373	5	10,000,000	59	273,757	360,168,383	2022-05-28
22058	03	04	24	26	35	07	08	1,014,062,807	8	8,838,497	58	249,060	315,162,700	2022-05-25
22057	06	12	18	21	35	07	10	1,050,548,455	6	10,000,000	89	176,774	321,743,486	2022-05-23
22056	02	11	15	17	31	07	09	1,056,706,742	0	0	102	154,372	357,963,502	2022-05-21
22055	01	02	12	15	23	04	06	971,105,599	6	10,000,000	60	282,372	327,354,148	2022-05-18
22054	05	16	21	23	34	07	10	958,213,630	19	6,015,218	223	36,289	319,626,218	2022-05-16
22053	09	17	19	20	25	01	09	1,081,408,713	18	6,331,450	311	34,155	344,052,818	2022-05-14
22052	01	13	18	29	35	04	09	1,198,829,807	7	9,183,568	55	250,344	310,675,547	2022-05-11
22051	01	16	17	19	33	05	06	1,225,933,267	8	8,087,457	108	97,034	304,581,312	2022-05-09
22050	02	10	21	24	30	08	10	1,265,185,550	4	10,000,000	78	214,716	348,959,440	2022-05-07
22049	06	10	20	28	35	01	10	1,238,138,014	5	10,000,000	70	218,856	301,545,430	2022-05-04
22048	16	22	28	29	32	08	09	1,221,336,676	1	10,000,000	80	141,701	291,309,246	2022-05-02
22047	07	10	11	12	33	03	11	1,179,450,986	4	10,000,000	72	207,855	333,697,226	2022-04-30
22046	06	07	12	22	27	03	05	1,151,734,276	7	8,932,034	114	123,578	319,329,723	2022-04-27
22045	02	03	07	12	20	01	05	1,184,751,389	1	10,000,000	103	136,728	322,807,049	2022-04-25
22044	01	02	16	17	20	03	07	1,132,266,362	4	10,000,000	86	174,317	351,891,169	2022-04-23
22043	02	16	17	24	30	09	12	1,106,933,108	14	7,059,578	319	38,045	322,417,914	2022-04-20
22042	08	10	11	29	32	02	06	1,179,249,861	5	10,000,000	79	184,764	323,544,249	2022-04-18
22041	05	15	25	26	33	06	11	1,182,772,176	5	10,000,000	132	126,495	353,526,676	2022-04-16
22040	10	19	25	29	33	08	12	1,179,022,270	10	7,441,714	187	67,198	326,654,540	2022-04-13
22039	01	08	11	22	31	05	11	1,238,597,563	3	10,000,000	66	180,645	256,237,338	2022-04-11
22038	07	09	11	12	26	09	12	1,218,640,918	17	6,234,524	147	69,639	277,396,313	2022-04-09
22037	01	09	17	20	28	06	10	1,326,357,582	1	10,000,000	127	87,671	255,392,443	2022-04-06
22036	18	19	21	26	34	06	07	1,288,426,892	2	10,000,000	108	107,106	248,062,195	2022-04-04
22035	09	11	13	23	31	05	08	1,262,351,648	3	10,000,000	148	76,412	278,506,614	2022-04-02
22034	02	10	24	27	28	06	07	1,248,571,195	6	10,000,000	111	112,921	276,331,348	2022-03-30
22033	08	15	16	19	33	03	04	1,255,163,230	5	9,798,152	133	74,353	271,656,444	2022-03-28
22032	05	09	18	31	32	01	05	1,270,429,257	0	0	140	102,698	293,074,610	2022-03-26
22031	07	14	16	20	28	04	08	1,208,966,802	3	10,000,000	119	102,371	275,183,386	2022-03-23
22030	12	14	15	21	30	01	09	1,205,677,593	3	10,000,000	55	246,560	264,133,524	2022-03-21
22029	07	08	10	14	17	10	12	1,179,206,274	3	10,000,000	110	123,790	287,037,282	2022-03-19
22028	04	09	16	17	35	01	07	1,160,852,484	5	10,000,000	227	44,819	271,216,347	2022-03-16
22027	03	06	11	31	32	05	12	1,172,229,997	7	9,789,035	67	183,847	272,660,463	2022-03-14
22026	11	14	22	23	27	08	10	1,190,311,490	4	10,000,000	80	152,456	302,400,234	2022-03-12
22025	04	07	22	24	29	01	07	1,186,204,971	2	10,000,000	79	197,731	287,810,009	2022-03-09
22024	01	02	11	30	35	01	12	1,140,166,346	1	10,000,000	113	119,578	282,564,402	2022-03-07
22023	04	05	18	20	25	11	12	1,092,622,293	9	8,399,145	161	72,789	308,200,898	2022-03-05
22022	01	05	14	17	28	06	07	1,125,444,965	4	10,000,000	91	128,259	290,445,482	2022-03-02
22021	11	15	16	18	35	06	09	1,125,876,146	4	10,000,000	67	199,693	281,794,671	2022-02-28
22020	16	17	30	31	35	08	09	1,103,146,928	3	10,000,000	65	216,655	302,088,019	2022-02-26
22019	01	04	07	17	21	01	02	1,075,854,771	8	9,950,822	131	112,629	287,443,310	2022-02-23
22018	16	21	29	31	34	06	09	1,095,457,117	8	7,631,726	101	99,916	272,144,024	2022-02-21
22017	10	14	18	23	25	07	11	1,134,950,928	5	10,000,000	74	187,025	295,313,318	2022-02-19
22016	01	07	17	26	32	01	09	1,140,211,945	2	10,000,000	74	195,233	285,216,427	2022-02-16
22015	01	02	08	12	30	05	12	1,101,484,790	14	6,507,822	105	112,380	274,855,255	2022-02-14
22014	01	04	10	18	32	01	09	1,196,232,917	3	10,000,000	83	200,691	297,471,147	2022-02-12
22013	04	09	16	25	32	05	06	1,165,497,779	11	7,485,048	325	41,233	328,606,125	2022-02-09
22012	03	05	10	33	34	07	10	1,225,396,765	6	10,000,000	86	201,685	327,170,573	2022-01-26
22011	03	05	17	24	32	05	12	1,215,311,647	5	10,000,000	176	54,260	288,813,273	2022-01-24
22010	04	19	25	31	35	02	11	1,227,756,664	2	10,000,000	65	230,571	305,997,751	2022-01-22
22009	13	14	18	31	33	07	10	1,189,540,601	6	9,417,131	82	169,967	295,315,583	2022-01-19
22008	01	02	13	18	34	06	07	1,212,783,541	1	10,000,000	116	111,356	288,005,510	2022-01-17
22007	05	22	23	25	35	03	11	1,166,246,610	3	10,000,000	81	193,366	314,958,868	2022-01-15
22006	01	05	07	17	20	05	12	1,126,455,275	2	10,000,000	89	157,904	292,369,845	2022-01-12
22005	02	13	17	19	34	05	09	1,082,745,176	16	6,275,185	142	57,227	290,292,047	2022-01-10
22004	07	20	27	30	33	03	04	1,161,605,667	2	10,000,000	73	220,180	318,985,651	2022-01-08
22003	02	18	24	25	34	08	12	1,117,630,716	5	10,000,000	99	138,844	293,411,992	2022-01-05
22002	04	06	07	09	24	04	12	1,108,263,191	5	9,208,823	120	98,863	293,300,380	2022-01-03
22001	08	11	19	22	29	03	11	1,129,936,273	11	7,127,420	283	38,595	323,959,870	2022-01-01
21150	04	10	11	23	26	07	10	1,187,065,938	5	10,000,000	124	97,499	297,315,273	2021-12-29
21149	20	26	28	30	35	10	11	1,187,821,356	1	10,000,000	71	211,096	288,342,246	2021-12-27
21148	01	04	12	16	29	04	08	1,140,109,035	6	10,000,000	169	87,286	309,690,271	2021-12-25
21147	01	02	08	12	26	01	07	1,156,628,877	4	10,000,000	87	174,581	294,787,629	2021-12-22
21146	03	05	08	18	20	09	11	1,139,389,367	7	9,538,231	177	66,819	293,542,849	2021-12-20
21145	03	08	25	29	30	01	06	1,160,533,246	5	10,000,000	126	135,901	320,066,364	2021-12-18
21144	03	20	25	30	34	02	09	1,153,487,670	2	10,000,000	53	346,332	307,637,069	2021-12-15
21143	09	17	19	29	34	04	11	1,104,620,668	11	7,088,508	114	81,540	295,955,136	2021-12-13
21142	11	13	17	19	25	02	09	1,152,884,153	6	10,000,000	99	143,032	321,224,093	2021-12-11
21141	02	08	16	29	34	05	12	1,157,697,511	3	10,000,000	165	80,804	303,700,722	2021-12-08
21140	05	24	26	33	35	09	12	1,116,819,863	2	10,000,000	117	101,414	305,536,538	2021-12-06
21139	05	13	18	23	34	08	09	1,083,766,581	29	5,837,260	230	51,125	328,551,201	2021-12-04
21138	09	11	12	15	31	05	11	1,273,167,983	4	10,000,000	79	182,720	303,548,798	2021-12-01
21137	02	07	13	14	19	04	05	1,263,704,189	7	8,951,971	85	159,214	302,260,255	2021-11-29
21136	08	12	19	27	33	02	05	1,292,130,529	2	10,000,000	203	60,673	327,765,275	2021-11-27
21135	04	07	17	29	31	05	06	1,262,006,661	4	10,000,000	79	181,363	314,847,908	2021-11-24
21134	02	06	14	19	28	01	06	1,248,689,539	4	10,000,000	57	269,935	308,110,428	2021-11-22
21133	08	09	17	26	28	06	08	1,243,590,907	13	6,695,515	204	53,534	327,493,668	2021-11-20
21132	04	21	28	29	33	03	11	1,318,930,416	10	7,538,023	149	73,186	297,729,643	2021-11-17
21131	06	08	16	34	35	05	06	1,360,443,412	2	10,000,000	69	218,787	296,451,386	2021-11-15
21130	02	03	14	27	28	05	10	1,329,267,789	14	7,136,788	140	107,638	317,382,301	2021-11-13
21129	02	16	17	18	34	04	10	1,403,814,395	0	0	63	211,783	294,268,030	2021-11-10
21128	14	17	18	23	27	05	08	1,337,287,551	9	7,655,899	128	74,441	282,038,607	2021-11-08
21127	01	02	15	17	26	02	11	1,374,522,134	3	10,000,000	64	224,471	305,525,077	2021-11-06
21126	01	11	12	34	35	09	12	1,337,033,732	2	10,000,000	119	125,662	289,363,128	2021-11-03
21125	17	19	21	27	31	04	09	1,288,689,190	1	10,000,000	103	131,680	285,946,298	2021-11-01
21124	10	17	22	25	35	07	09	1,239,396,849	3	10,000,000	83	172,900	314,165,395	2021-10-30
21123	08	23	26	27	33	08	09	1,210,823,710	3	10,000,000	63	213,247	296,213,304	2021-10-27
21122	14	15	26	27	29	04	05	1,186,675,748	2	10,000,000	105	120,192	294,005,109	2021-10-25
21121	02	15	19	29	30	02	09	1,146,249,376	3	10,000,000	115	127,063	313,275,937	2021-10-23
21120	05	10	21	25	31	05	11	1,120,909,519	10	8,314,748	104	131,354	285,711,031	2021-10-20
21119	01	02	09	16	30	09	10	1,157,376,912	4	10,000,000	141	84,057	290,165,267	2021-10-18
21118	14	17	18	28	34	02	03	1,146,057,646	4	10,000,000	98	148,407	302,397,723	2021-10-16
21117	11	18	21	22	33	05	06	1,124,390,425	8	8,355,835	169	61,934	279,505,700	2021-10-13
21116	04	25	28	29	35	03	11	1,151,852,870	2	10,000,000	73	190,970	279,695,241	2021-10-11
21115	08	13	19	20	29	06	10	1,111,593,016	2	10,000,000	114	112,841	299,770,302	2021-10-09
21114	08	09	13	29	30	01	11	1,081,182,210	1	10,000,000	110	108,970	283,727,610	2021-10-06
21113	17	18	25	27	28	04	08	1,035,393,331	6	9,008,492	139	84,274	283,440,028	2021-09-29
21112	18	21	22	23	35	11	12	1,058,537,381	1	10,000,000	61	283,977	283,298,709	2021-09-27
21111	07	08	15	19	28	08	09	995,038,783	12	7,142,456	232	45,015	305,345,840	2021-09-25
21110	11	14	29	31	32	11	12	1,046,721,834	6	9,131,551	75	189,758	276,544,919	2021-09-22
21109	03	04	07	27	31	06	09	1,073,585,145	4	10,000,000	83	121,850	265,547,489	2021-09-20
21108	05	19	22	26	35	02	06	1,069,829,501	8	8,614,284	69	198,372	303,354,020	2021-09-18
21107	03	05	13	20	25	07	11	1,105,541,509	9	7,946,101	70	199,664	281,751,709	2021-09-15
21106	02	13	14	32	34	02	12	1,149,093,888	0	0	97	149,583	276,794,901	2021-09-13
21105	07	10	11	17	18	04	09	1,087,468,357	4	10,000,000	117	89,835	304,015,740	2021-09-11
21104	23	25	26	30	33	03	11	1,086,226,837	2	10,000,000	71	228,429	286,479,253	2021-09-08
21103	04	10	23	30	31	05	11	1,037,062,397	1	10,000,000	61	232,323	282,429,778	2021-09-06
21102	02	08	11	16	23	02	07	982,320,279	13	7,523,067	117	111,145	305,869,819	2021-09-04
21101	13	18	19	27	32	06	11	1,043,300,674	6	9,675,934	101	105,827	281,242,026	2021-09-01
21100	07	11	23	26	28	02	07	1,059,494,718	3	10,000,000	96	110,807	280,471,793	2021-08-30
21099	15	19	27	28	30	03	04	1,062,893,865	1	10,000,000	130	128,865	303,058,009	2021-08-28
21098	02	07	21	27	33	07	09	1,007,650,453	2	10,000,000	62	202,870	276,951,852	2021-08-25
21097	11	26	30	31	33	03	10	975,519,760	1	10,000,000	45	293,323	272,897,259	2021-08-23
21096	07	08	10	20	21	01	05	927,073,812	10	8,465,507	204	69,310	297,348,639	2021-08-21
21095	10	15	19	20	30	11	12	962,561,876	2	10,000,000	116	114,636	279,549,610	2021-08-18
21094	05	06	24	27	33	05	12	931,384,310	6	9,900,472	77	173,225	275,141,551	2021-08-16
21093	20	25	27	28	31	08	11	948,527,900	2	10,000,000	66	239,598	302,609,762	2021-08-14
21092	12	14	27	28	34	03	07	907,549,564	2	10,000,000	108	111,939	281,386,147	2021-08-11
21091	01	04	10	21	29	03	05	877,764,456	5	10,000,000	155	61,811	272,675,404	2021-08-09
21090	06	07	19	26	32	06	12	880,472,278	2	10,000,000	236	46,324	289,448,960	2021-08-07
21089	01	17	24	28	35	10	12	851,200,235	3	10,000,000	48	309,133	269,906,690	2021-08-04
21088	02	14	31	34	35	01	07	822,562,305	2	9,148,546	63	197,930	264,720,425	2021-08-02
21087	10	14	15	25	28	03	10	797,251,485	6	9,400,653	177	68,131	290,446,990	2021-07-31
21086	02	03	07	16	17	06	10	822,607,828	1	10,000,000	71	176,586	272,160,233	2021-07-28
21085	01	12	15	26	35	10	11	775,634,441	6	7,421,868	99	137,086	270,848,072	2021-07-26
21084	02	10	14	30	33	06	09	763,493,932	6	6,943,989	130	92,500	290,591,822	2021-07-24
21083	07	09	11	26	35	01	08	759,158,453	6	7,329,020	84	148,138	272,635,093	2021-07-21
